date,country,confirmed_cases,deaths,recovered,vaccinations,vaccinated_pct
2022-02-02,Italy,31,0,27,126651,90.0
2022-02-03,Italy,47,0,38,109739,90.0
2022-02-04,Italy,38,0,33,125571,90.0
2022-02-05,Italy,36,0,31,106433,90.0
2022-02-06,Italy,46,0,41,138822,90.0
2022-02-07,Italy,47,0,44,112788,90.0
2022-02-08,Italy,51,0,42,142358,90.0
2022-02-09,Italy,52,0,44,113321,90.0
2022-02-10,Italy,42,0,32,151531,90.0
2022-02-11,Italy,47,0,39,125205,90.0
2022-02-12,Italy,57,0,52,116554,90.0
2022-02-13,Italy,49,0,43,144819,90.0
2022-02-14,Italy,52,0,43,133292,90.0
2022-02-15,Italy,60,1,57,143246,90.0
2022-02-16,Italy,57,0,47,115856,90.0
2022-02-17,Italy,49,0,41,143386,90.0
2022-02-18,Italy,53,0,44,104663,90.0
2022-02-19,Italy,74,1,66,132795,90.0
2022-02-20,Italy,53,0,43,123498,90.0
2022-02-21,Italy,50,0,39,116235,90.0
2022-02-22,Italy,49,0,39,91620,90.0
2022-02-23,Italy,59,0,42,136319,90.0
2022-02-24,Italy,71,0,65,145595,90.0
2022-02-25,Italy,64,0,50,130925,90.0
2022-02-26,Italy,69,0,62,110080,90.0
2022-02-27,Italy,54,0,40,119774,90.0
2022-02-28,Italy,60,0,52,118862,90.0
2022-03-01,Italy,62,0,58,126299,90.0
2022-03-02,Italy,67,0,63,127438,90.0
2022-03-03,Italy,62,0,58,115848,90.0
2022-03-04,Italy,68,0,54,144052,90.0
2022-03-05,Italy,66,0,52,120814,90.0
2022-03-06,Italy,67,0,51,131242,90.0
2022-03-07,Italy,63,0,59,110628,90.0
2022-03-08,Italy,64,0,47,126111,90.0
2022-03-09,Italy,66,0,58,116904,90.0
2022-03-10,Italy,68,0,54,145852,90.0
2022-03-11,Italy,70,0,50,114623,90.0
2022-03-12,Italy,81,1,59,139881,90.0
2022-03-13,Italy,74,0,57,146101,90.0
2022-03-14,Italy,77,0,60,134159,90.0
2022-03-15,Italy,74,0,64,144705,90.0
2022-03-16,Italy,68,1,64,141049,90.0
2022-03-17,Italy,93,1,77,145090,90.0
2022-03-18,Italy,82,0,77,120498,90.0
2022-03-19,Italy,91,1,69,119665,90.0
2022-03-20,Italy,79,1,65,131773,90.0
2022-03-21,Italy,65,0,51,135248,90.0
2022-03-22,Italy,76,1,60,96988,90.0
2022-03-23,Italy,87,1,61,129420,90.0
2022-03-24,Italy,73,0,64,143026,90.0
2022-03-25,Italy,77,0,66,120933,90.0
2022-03-26,Italy,87,1,67,109029,90.0
2022-03-27,Italy,84,0,60,139780,90.0
2022-03-28,Italy,77,1,68,122131,90.0
2022-03-29,Italy,87,0,67,145880,90.0
2022-03-30,Italy,98,0,91,150611,90.0
2022-03-31,Italy,94,1,73,139436,90.0
2022-04-01,Italy,82,1,66,144091,90.0
2022-04-02,Italy,87,0,63,119256,90.0
2022-04-03,Italy,89,0,73,152066,90.0
2022-04-04,Italy,82,1,69,171684,90.0
2022-04-05,Italy,88,1,63,121252,90.0
2022-04-06,Italy,88,0,81,160915,90.0
2022-04-07,Italy,88,0,82,120968,90.0
2022-04-08,Italy,97,0,81,148076,90.0
2022-04-09,Italy,81,0,74,152232,90.0
2022-04-10,Italy,94,0,81,132810,90.0
2022-04-11,Italy,90,1,85,126354,90.0
2022-04-12,Italy,96,0,85,124323,90.0
2022-04-13,Italy,103,1,75,179411,90.0
2022-04-14,Italy,95,1,70,164542,90.0
2022-04-15,Italy,98,1,91,135610,90.0
2022-04-16,Italy,100,0,72,140136,90.0
2022-04-17,Italy,101,1,85,145001,90.0
2022-04-18,Italy,95,0,77,139500,90.0
2022-04-19,Italy,102,1,72,148586,90.0
2022-04-20,Italy,92,0,71,132911,90.0
2022-04-21,Italy,97,0,79,117439,90.0
2022-04-22,Italy,101,1,91,142248,90.0
2022-04-23,Italy,110,1,82,127520,90.0
2022-04-24,Italy,100,0,86,154596,90.0
2022-04-25,Italy,105,0,86,165873,90.0
2022-04-26,Italy,104,1,92,138398,90.0
2022-04-27,Italy,99,0,81,125529,90.0
2022-04-28,Italy,103,0,87,134138,90.0
2022-04-29,Italy,103,1,90,162130,90.0
2022-04-30,Italy,105,2,92,116966,90.0
2022-05-01,Italy,97,1,79,138715,90.0
2022-05-02,Italy,101,0,73,160443,90.0
2022-05-03,Italy,104,0,87,132612,90.0
2022-05-04,Italy,112,1,93,140983,90.0
2022-05-05,Italy,90,0,66,137242,90.0
2022-05-06,Italy,109,0,102,133731,90.0
2022-05-07,Italy,109,1,78,155723,90.0
2022-05-08,Italy,110,0,85,143494,90.0
2022-05-09,Italy,107,0,88,133501,90.0
2022-05-10,Italy,102,1,73,149793,90.0
2022-05-11,Italy,104,1,95,132161,90.0
2022-05-12,Italy,106,1,91,140775,90.0
2022-05-13,Italy,108,1,78,126062,90.0
2022-05-14,Italy,106,1,79,137506,90.0
2022-05-15,Italy,111,1,81,153987,90.0
2022-05-16,Italy,108,1,102,148200,90.0
2022-05-17,Italy,107,0,77,159938,90.0
2022-05-18,Italy,115,1,87,132522,90.0
2022-05-19,Italy,100,1,73,153980,90.0
2022-05-20,Italy,101,0,74,161800,90.0
2022-05-21,Italy,101,1,81,155379,90.0
2022-05-22,Italy,108,0,79,173402,90.0
2022-05-23,Italy,116,1,86,124590,90.0
2022-05-24,Italy,103,0,85,153128,90.0
2022-05-25,Italy,114,2,84,127353,90.0
2022-05-26,Italy,113,0,90,147847,90.0
2022-05-27,Italy,111,1,96,133436,90.0
2022-05-28,Italy,118,0,111,150523,90.0
2022-05-29,Italy,106,2,96,142276,90.0
2022-05-30,Italy,106,1,91,150491,90.0
2022-05-31,Italy,109,1,88,126431,90.0
2022-06-01,Italy,99,0,78,158174,90.0
2022-06-02,Italy,111,0,102,170531,90.0
2022-06-03,Italy,101,0,75,146265,90.0
2022-06-04,Italy,108,0,93,113022,90.0
2022-06-05,Italy,107,0,95,156073,90.0
2022-06-06,Italy,93,1,86,164389,90.0
2022-06-07,Italy,100,0,83,153944,90.0
2022-06-08,Italy,98,0,80,141964,90.0
2022-06-09,Italy,108,1,96,147722,90.0
2022-06-10,Italy,97,1,83,130082,90.0
2022-06-11,Italy,101,1,94,153349,90.0
2022-06-12,Italy,105,1,92,140108,90.0
2022-06-13,Italy,109,2,79,154779,90.0
2022-06-14,Italy,102,0,75,150899,90.0
2022-06-15,Italy,108,1,81,136588,90.0
2022-06-16,Italy,103,1,81,145380,90.0
2022-06-17,Italy,109,0,76,161471,90.0
2022-06-18,Italy,107,0,93,128120,90.0
2022-06-19,Italy,99,1,84,158795,90.0
2022-06-20,Italy,108,0,87,150994,90.0
2022-06-21,Italy,103,0,89,165450,90.0
2022-06-22,Italy,92,1,77,143826,90.0
2022-06-23,Italy,111,0,84,171660,90.0
2022-06-24,Italy,95,1,81,142191,90.0
2022-06-25,Italy,105,1,76,148656,90.0
2022-06-26,Italy,103,0,94,130416,90.0
2022-06-27,Italy,107,0,92,152819,90.0
2022-06-28,Italy,99,0,81,163041,90.0
2022-06-29,Italy,102,1,88,159341,90.0
2022-06-30,Italy,100,0,78,145234,90.0
2022-07-01,Italy,103,2,76,169890,90.0
2022-07-02,Italy,107,0,79,147730,90.0
2022-07-03,Italy,88,1,71,135741,90.0
2022-07-04,Italy,101,0,73,142460,90.0
2022-07-05,Italy,96,0,75,165386,90.0
2022-07-06,Italy,96,0,77,133797,90.0
2022-07-07,Italy,95,0,71,164962,90.0
2022-07-08,Italy,100,1,87,180073,90.0
2022-07-09,Italy,94,1,82,152475,90.0
2022-07-10,Italy,97,1,85,137990,90.0
2022-07-11,Italy,101,0,75,165887,90.0
2022-07-12,Italy,93,1,81,157949,90.0
2022-07-13,Italy,97,1,78,188248,90.0
2022-07-14,Italy,92,0,74,146177,90.0
2022-07-15,Italy,90,0,80,170961,90.0
2022-07-16,Italy,92,1,87,178485,90.0
2022-07-17,Italy,82,0,78,154870,90.0
2022-07-18,Italy,95,1,71,133984,90.0
2022-07-19,Italy,80,1,70,170618,90.0
2022-07-20,Italy,86,0,78,166084,90.0
2022-07-21,Italy,81,0,67,151687,90.0
2022-07-22,Italy,88,1,73,140333,90.0
2022-07-23,Italy,79,1,74,158326,90.0
2022-07-24,Italy,76,0,70,145668,90.0
2022-07-25,Italy,89,0,73,164786,90.0
2022-07-26,Italy,88,0,68,164188,90.0
2022-07-27,Italy,68,0,54,137771,90.0
2022-07-28,Italy,78,0,70,181999,90.0
2022-07-29,Italy,86,1,80,179437,90.0
2022-07-30,Italy,87,0,81,172548,90.0
2022-07-31,Italy,73,1,58,157407,90.0
2022-08-01,Italy,76,0,55,148573,90.0
2022-08-02,Italy,84,0,72,165054,90.0
2022-08-03,Italy,75,1,59,179170,90.0
2022-08-04,Italy,70,1,50,171158,90.0
2022-08-05,Italy,66,0,53,162263,90.0
2022-08-06,Italy,69,0,62,148346,90.0
2022-08-07,Italy,78,0,56,150458,90.0
2022-08-08,Italy,67,0,60,168620,90.0
2022-08-09,Italy,76,0,55,131149,90.0
2022-08-10,Italy,80,0,64,153176,90.0
2022-08-11,Italy,67,0,57,127731,90.0
2022-08-12,Italy,72,0,65,145254,90.0
2022-08-13,Italy,67,0,50,171913,90.0
2022-08-14,Italy,66,0,54,153784,90.0
2022-08-15,Italy,66,0,53,169284,90.0
2022-08-16,Italy,71,0,56,133540,90.0
2022-08-17,Italy,70,0,56,174392,90.0
2022-08-18,Italy,61,0,51,168320,90.0
2022-08-19,Italy,65,0,53,171447,90.0
2022-08-20,Italy,50,0,47,165358,90.0
2022-08-21,Italy,54,0,50,170820,90.0
2022-08-22,Italy,55,0,47,182390,90.0
2022-08-23,Italy,71,0,52,161991,90.0
2022-08-24,Italy,52,0,41,153132,90.0
2022-08-25,Italy,64,0,60,178187,90.0
2022-08-26,Italy,60,1,46,186876,90.0
2022-08-27,Italy,52,0,43,163803,90.0
2022-08-28,Italy,52,0,42,169323,90.0
2022-08-29,Italy,58,0,45,154990,90.0
2022-08-30,Italy,59,1,42,157007,90.0
2022-08-31,Italy,53,1,44,181380,90.0
2022-09-01,Italy,55,0,47,162107,90.0
2022-09-02,Italy,53,0,43,166428,90.0
2022-09-03,Italy,51,0,41,168537,90.0
2022-09-04,Italy,40,0,29,163838,90.0
2022-09-05,Italy,50,0,41,199469,90.0
2022-09-06,Italy,46,0,33,189639,90.0
2022-09-07,Italy,43,0,37,187645,90.0
2022-09-08,Italy,56,0,51,137939,90.0
2022-09-09,Italy,40,0,34,167502,90.0
2022-09-10,Italy,33,0,31,156381,90.0
2022-09-11,Italy,43,0,34,143038,90.0
2022-09-12,Italy,33,0,25,148498,90.0
2022-09-13,Italy,37,0,29,187438,90.0
2022-09-14,Italy,38,0,33,177780,90.0
2022-09-15,Italy,38,0,34,161944,90.0
2022-09-16,Italy,40,0,29,168539,90.0
2022-09-17,Italy,39,0,37,202587,90.0
2022-09-18,Italy,39,0,30,154926,90.0
2022-09-19,Italy,42,0,38,192539,90.0
2022-09-20,Italy,25,0,20,183047,90.0
2022-09-21,Italy,36,0,31,142211,90.0
2022-09-22,Italy,33,0,28,174480,90.0
2022-09-23,Italy,27,0,24,157813,90.0
2022-09-24,Italy,29,0,21,167310,90.0
2022-09-25,Italy,27,0,21,159578,90.0
2022-09-26,Italy,20,0,18,185911,90.0
2022-09-27,Italy,26,0,19,171083,90.0
2022-09-28,Italy,35,0,26,149938,90.0
2022-09-29,Italy,25,0,22,179831,90.0
2022-09-30,Italy,30,0,27,156046,90.0
2022-10-01,Italy,26,0,25,152501,90.0
2022-10-02,Italy,19,0,18,150576,90.0
2022-10-03,Italy,30,0,27,164985,90.0
2022-10-04,Italy,30,0,27,158117,90.0
2022-10-05,Italy,25,0,22,157343,90.0
2022-10-06,Italy,20,0,16,137752,90.0
2022-10-07,Italy,24,0,17,167188,90.0
2022-10-08,Italy,18,0,16,165619,90.0
2022-10-09,Italy,21,0,20,164893,90.0
2022-10-10,Italy,19,0,16,158827,90.0
2022-10-11,Italy,22,0,19,163267,90.0
2022-10-12,Italy,18,0,15,199580,90.0
2022-10-13,Italy,18,0,16,185511,90.0
2022-10-14,Italy,17,0,14,176966,90.0
2022-10-15,Italy,14,0,11,151364,90.0
2022-10-16,Italy,12,0,10,158661,90.0
2022-10-17,Italy,12,0,9,152544,90.0
2022-10-18,Italy,12,0,9,198115,90.0
2022-10-19,Italy,19,0,15,184620,90.0
2022-10-20,Italy,9,0,7,172859,90.0
2022-10-21,Italy,16,0,11,177792,90.0
2022-10-22,Italy,20,0,18,185998,90.0
2022-10-23,Italy,13,0,10,183304,90.0
2022-10-24,Italy,10,0,9,178237,90.0
2022-10-25,Italy,10,0,9,180875,90.0
2022-10-26,Italy,2,0,1,138916,90.0
2022-10-27,Italy,4,0,3,170180,90.0
2022-10-28,Italy,14,0,12,193009,90.0
2022-10-29,Italy,3,0,3,171934,90.0
2022-10-30,Italy,5,0,4,213978,90.0
2022-10-31,Italy,7,0,5,212454,90.0
2022-11-01,Italy,8,0,6,182516,90.0
2022-11-02,Italy,1,0,0,176884,90.0
2022-11-03,Italy,8,0,8,169588,90.0
2022-11-04,Italy,10,0,10,201206,90.0
2022-11-05,Italy,1,0,0,150556,90.0
2022-11-06,Italy,11,0,8,165731,90.0
2022-11-07,Italy,1,0,0,153412,90.0
2022-11-08,Italy,1,0,1,173035,90.0
2022-11-09,Italy,1,0,0,208098,90.0
2022-11-10,Italy,9,0,8,177994,90.0
2022-11-11,Italy,7,0,6,184665,90.0
2022-11-12,Italy,7,0,6,211171,90.0
2022-11-13,Italy,1,0,1,129204,90.0
2022-11-14,Italy,6,0,5,170179,90.0
2022-11-15,Italy,4,0,4,224504,90.0
2022-11-16,Italy,1,0,0,209920,90.0
2022-11-17,Italy,4,0,4,208187,90.0
2022-11-18,Italy,3,0,2,192193,90.0
2022-11-19,Italy,2,0,1,182973,90.0
2022-11-20,Italy,12,0,11,187890,90.0
2022-11-21,Italy,4,0,3,161157,90.0
2022-11-22,Italy,10,0,7,207829,90.0
2022-11-23,Italy,1,0,0,195224,90.0
2022-11-24,Italy,2,0,1,203082,90.0
2022-11-25,Italy,1,0,0,166870,90.0
2022-11-26,Italy,1,0,0,191366,90.0
2022-11-27,Italy,1,0,0,228630,90.0
2022-11-28,Italy,1,0,0,158580,90.0
2022-11-29,Italy,1,0,0,192080,90.0
2022-11-30,Italy,11,0,8,167309,90.0
2022-12-01,Italy,1,0,0,189322,90.0
2022-12-02,Italy,1,0,0,194507,90.0
2022-12-03,Italy,1,0,1,191592,90.0
2022-12-04,Italy,8,0,6,192584,90.0
2022-12-05,Italy,1,0,0,205024,90.0
2022-12-06,Italy,2,0,2,180721,90.0
2022-12-07,Italy,1,0,0,180372,90.0
2022-12-08,Italy,1,0,0,150367,90.0
2022-12-09,Italy,1,0,0,164514,90.0
2022-12-10,Italy,1,0,0,191992,90.0
2022-12-11,Italy,1,0,0,174260,90.0
2022-12-12,Italy,3,0,2,206840,90.0
2022-12-13,Italy,1,0,0,215912,90.0
2022-12-14,Italy,1,0,0,204428,90.0
2022-12-15,Italy,3,0,3,189310,90.0
2022-12-16,Italy,5,0,3,194169,90.0
2022-12-17,Italy,6,0,4,161602,90.0
2022-12-18,Italy,7,0,5,228637,90.0
2022-12-19,Italy,1,0,1,205083,90.0
2022-12-20,Italy,1,0,1,153086,90.0
2022-12-21,Italy,1,0,0,198158,90.0
2022-12-22,Italy,1,0,0,234680,90.0
2022-12-23,Italy,6,0,4,216971,90.0
2022-12-24,Italy,1,0,0,188400,90.0
2022-12-25,Italy,1,0,0,214532,90.0
2022-12-26,Italy,1,0,0,201262,90.0
2022-12-27,Italy,1,0,0,185011,90.0
2022-12-28,Italy,2,0,1,221216,90.0
2022-12-29,Italy,7,0,6,198058,90.0
2022-12-30,Italy,1,0,0,174950,90.0
2022-12-31,Italy,1,0,1,190469,90.0
2023-01-01,Italy,4,0,3,211683,90.0
2023-01-02,Italy,3,0,2,209987,90.0
2023-01-03,Italy,7,0,6,142707,90.0
2023-01-04,Italy,2,0,1,203872,90.0
2023-01-05,Italy,6,0,5,160582,90.0
2023-01-06,Italy,1,0,0,206596,90.0
2023-01-07,Italy,5,0,4,198829,90.0
2023-01-08,Italy,13,0,10,191754,90.0
2023-01-09,Italy,13,0,10,170666,90.0
2023-01-10,Italy,14,0,11,178719,90.0
2023-01-11,Italy,10,0,10,210986,90.0
2023-01-12,Italy,18,0,16,243783,90.0
2023-01-13,Italy,5,0,4,234401,90.0
2023-01-14,Italy,13,0,10,184502,90.0
2023-01-15,Italy,18,0,13,208246,90.0
2023-01-16,Italy,13,0,9,200276,90.0
2023-01-17,Italy,20,0,17,207035,90.0
2023-01-18,Italy,16,0,12,216640,90.0
2023-01-19,Italy,10,0,9,213328,90.0
2023-01-20,Italy,16,0,12,225575,90.0
2023-01-21,Italy,18,0,15,172352,90.0
2023-01-22,Italy,13,0,11,215343,90.0
2023-01-23,Italy,16,0,12,188543,90.0
2023-01-24,Italy,13,0,12,194165,90.0
2023-01-25,Italy,18,0,13,196140,90.0
2023-01-26,Italy,21,0,17,176826,90.0
2023-01-27,Italy,18,0,17,202899,90.0
2023-01-28,Italy,22,0,17,201414,90.0
2023-01-29,Italy,19,0,15,184978,90.0
2023-01-30,Italy,23,0,21,201529,90.0
2023-01-31,Italy,21,0,17,198391,90.0
2023-02-01,Italy,18,0,13,201825,90.0
2023-02-02,Italy,20,0,14,198792,90.0
2023-02-03,Italy,25,0,18,191567,90.0
2023-02-04,Italy,16,0,15,230388,90.0
2023-02-05,Italy,21,0,16,203579,90.0
2023-02-06,Italy,28,0,24,217642,90.0
2023-02-07,Italy,19,0,17,196138,90.0
2023-02-08,Italy,33,0,30,239184,90.0
2023-02-09,Italy,26,0,20,208449,90.0
2023-02-10,Italy,26,0,19,204216,90.0
2023-02-11,Italy,34,0,29,188757,90.0
2023-02-12,Italy,32,0,28,217353,90.0
2023-02-13,Italy,33,0,25,174698,90.0
2023-02-14,Italy,34,0,31,177520,90.0
2023-02-15,Italy,24,0,22,181861,90.0
2023-02-16,Italy,30,0,24,183134,90.0
2023-02-17,Italy,35,0,26,243014,90.0
2023-02-18,Italy,35,0,30,210497,90.0
2023-02-19,Italy,40,0,38,238516,90.0
2023-02-20,Italy,37,0,26,183695,90.0
2023-02-21,Italy,44,0,40,196538,90.0
2023-02-22,Italy,44,0,39,219501,90.0
2023-02-23,Italy,43,0,36,227702,90.0
2023-02-24,Italy,42,0,35,196926,90.0
2023-02-25,Italy,45,0,40,184383,90.0
2023-02-26,Italy,47,0,35,247351,90.0
2023-02-27,Italy,38,0,30,170963,90.0
2023-02-28,Italy,47,0,36,210088,90.0
2023-03-01,Italy,38,0,29,177567,90.0
2023-03-02,Italy,48,0,35,214031,90.0
2023-03-03,Italy,40,0,34,235879,90.0
2023-03-04,Italy,50,0,39,204477,90.0
2023-03-05,Italy,45,0,32,199986,90.0
2023-03-06,Italy,45,0,34,253355,90.0
2023-03-07,Italy,48,0,45,218084,90.0
2023-03-08,Italy,45,0,42,201729,90.0
2023-03-09,Italy,52,0,40,211099,90.0
2023-03-10,Italy,41,0,29,203865,90.0
2023-03-11,Italy,57,0,42,179865,90.0
2023-03-12,Italy,64,0,45,213763,90.0
2023-03-13,Italy,56,1,46,179554,90.0
2023-03-14,Italy,56,0,46,212916,90.0
2023-03-15,Italy,49,0,43,234770,90.0
2023-03-16,Italy,53,0,42,207095,90.0
2023-03-17,Italy,63,0,56,184750,90.0
2023-03-18,Italy,54,0,44,210176,90.0
2023-03-19,Italy,59,0,53,222345,90.0
2023-03-20,Italy,68,0,49,240045,90.0
2023-03-21,Italy,64,0,53,221418,90.0
2023-03-22,Italy,59,0,52,172377,90.0
2023-03-23,Italy,75,0,64,200968,90.0
2023-03-24,Italy,60,0,49,185717,90.0
2023-03-25,Italy,66,0,56,203364,90.0
2023-03-26,Italy,70,0,64,246029,90.0
2023-03-27,Italy,63,0,46,239979,90.0
2023-03-28,Italy,65,1,56,194050,90.0
2023-03-29,Italy,62,0,50,223072,90.0
2023-03-30,Italy,65,0,60,221107,90.0
2023-03-31,Italy,70,1,64,210267,90.0
2023-04-01,Italy,66,0,56,206315,90.0
2023-04-02,Italy,74,0,53,189958,90.0
2023-04-03,Italy,65,0,61,202874,90.0
2023-04-04,Italy,76,0,63,242365,90.0
2023-04-05,Italy,73,0,67,237631,90.0
2023-04-06,Italy,69,0,63,191134,90.0
2023-04-07,Italy,73,1,63,228644,90.0
2023-04-08,Italy,79,1,72,185828,90.0
2023-04-09,Italy,73,0,65,197806,90.0
2023-04-10,Italy,65,0,53,216323,90.0
2023-04-11,Italy,77,0,54,209512,90.0
2023-04-12,Italy,75,0,64,211820,90.0
2023-04-13,Italy,70,0,58,211254,90.0
2023-04-14,Italy,69,0,50,229676,90.0
2023-04-15,Italy,74,0,61,244082,90.0
2023-04-16,Italy,68,0,60,243754,90.0
2023-04-17,Italy,75,0,55,252192,90.0
2023-04-18,Italy,81,0,65,249218,90.0
2023-04-19,Italy,79,0,68,237568,90.0
2023-04-20,Italy,80,1,74,186803,90.0
2023-04-21,Italy,77,1,71,251791,90.0
2023-04-22,Italy,80,1,59,218344,90.0
2023-04-23,Italy,80,0,72,202526,90.0
2023-04-24,Italy,80,1,69,216127,90.0
2023-04-25,Italy,81,0,68,246066,90.0
2023-04-26,Italy,81,0,70,249526,90.0
2023-04-27,Italy,81,0,60,216873,90.0
2023-04-28,Italy,81,0,73,218091,90.0
2023-04-29,Italy,83,0,60,236789,90.0
2023-04-30,Italy,84,1,63,254268,90.0
2023-05-01,Italy,82,0,60,228209,90.0
2023-05-02,Italy,88,0,70,244643,90.0
2023-05-03,Italy,82,1,77,242241,90.0
2023-05-04,Italy,95,1,72,239604,90.0
2023-05-05,Italy,82,1,73,213640,90.0
2023-05-06,Italy,87,0,79,208269,90.0
2023-05-07,Italy,92,0,77,191656,90.0
2023-05-08,Italy,84,1,72,210637,90.0
2023-05-09,Italy,91,1,76,222986,90.0
2023-05-10,Italy,91,1,80,222866,90.0
2023-05-11,Italy,89,0,65,212464,90.0
2023-05-12,Italy,90,0,73,241534,90.0
2023-05-13,Italy,85,0,77,214027,90.0
2023-05-14,Italy,90,0,65,232676,90.0
2023-05-15,Italy,85,1,68,256199,90.0
2023-05-16,Italy,89,1,65,216228,90.0
2023-05-17,Italy,99,0,86,233264,90.0
2023-05-18,Italy,92,1,86,227753,90.0
2023-05-19,Italy,89,0,69,235543,90.0
2023-05-20,Italy,85,1,60,225306,90.0
2023-05-21,Italy,87,1,64,210128,90.0
2023-05-22,Italy,85,0,80,250209,90.0
2023-05-23,Italy,87,1,77,211250,90.0
2023-05-24,Italy,82,1,70,256778,90.0
2023-05-25,Italy,93,0,76,200881,90.0
2023-05-26,Italy,87,1,62,200869,90.0
2023-05-27,Italy,89,1,72,215156,90.0
2023-05-28,Italy,99,1,69,216206,90.0
2023-05-29,Italy,92,0,65,207564,90.0
2023-05-30,Italy,94,1,76,216041,90.0
2023-05-31,Italy,85,0,78,171372,90.0
2023-06-01,Italy,88,0,82,289374,90.0
2023-06-02,Italy,87,0,67,237648,90.0
2023-06-03,Italy,90,0,72,232587,90.0
2023-06-04,Italy,94,0,66,190296,90.0
2023-06-05,Italy,89,0,81,216347,90.0
2023-06-06,Italy,92,0,71,235989,90.0
2023-06-07,Italy,83,0,79,236633,90.0
2023-06-08,Italy,87,0,74,255975,90.0
2023-06-09,Italy,89,0,82,211403,90.0
2023-06-10,Italy,94,0,69,209271,90.0
2023-06-11,Italy,93,0,74,240208,90.0
2023-06-12,Italy,94,1,68,241194,90.0
2023-06-13,Italy,93,1,78,232493,90.0
2023-06-14,Italy,95,0,89,227384,90.0
2023-06-15,Italy,83,0,64,200350,90.0
2023-06-16,Italy,81,0,73,273181,90.0
2023-06-17,Italy,87,0,74,189565,90.0
2023-06-18,Italy,89,0,85,188543,90.0
2023-06-19,Italy,85,0,65,259967,90.0
2023-06-20,Italy,89,1,75,242195,90.0
2023-06-21,Italy,84,1,66,276448,90.0
2023-06-22,Italy,87,1,79,246200,90.0
2023-06-23,Italy,82,1,77,225464,90.0
2023-06-24,Italy,79,1,70,225393,90.0
2023-06-25,Italy,86,0,65,191733,90.0
2023-06-26,Italy,79,1,65,213309,90.0
2023-06-27,Italy,80,0,57,206685,90.0
2023-06-28,Italy,81,0,74,241075,90.0
2023-06-29,Italy,77,1,71,204641,90.0
2023-06-30,Italy,83,1,75,256897,90.0
2023-07-01,Italy,89,0,75,206211,90.0
2023-07-02,Italy,78,0,62,211064,90.0
2023-07-03,Italy,91,0,82,223531,90.0
2023-07-04,Italy,90,0,81,242472,90.0
2023-07-05,Italy,84,0,67,242600,90.0
2023-07-06,Italy,79,0,73,227366,90.0
2023-07-07,Italy,72,1,50,250374,90.0
2023-07-08,Italy,84,1,71,196178,90.0
2023-07-09,Italy,76,1,71,209294,90.0
2023-07-10,Italy,82,0,65,203534,90.0
2023-07-11,Italy,77,1,66,270641,90.0
2023-07-12,Italy,75,1,71,238572,90.0
2023-07-13,Italy,71,1,55,234201,90.0
2023-07-14,Italy,72,0,54,232918,90.0
2023-07-15,Italy,83,1,70,278810,90.0
2023-07-16,Italy,79,1,61,236620,90.0
2023-07-17,Italy,72,0,67,212682,90.0
2023-07-18,Italy,74,0,62,200379,90.0
2023-07-19,Italy,71,0,58,242355,90.0
2023-07-20,Italy,66,1,50,248934,90.0
2023-07-21,Italy,70,0,62,233533,90.0
2023-07-22,Italy,71,0,60,228461,90.0
2023-07-23,Italy,68,0,52,231120,90.0
2023-07-24,Italy,67,0,60,182050,90.0
2023-07-25,Italy,67,1,62,255307,90.0
2023-07-26,Italy,65,0,54,230417,90.0
2023-07-27,Italy,61,0,53,213400,90.0
2023-07-28,Italy,66,1,59,228413,90.0
2023-07-29,Italy,67,1,56,239694,90.0
2023-07-30,Italy,65,1,61,222561,90.0
2023-07-31,Italy,64,0,60,298592,90.0
2023-08-01,Italy,57,0,52,258091,90.0
2023-08-02,Italy,62,0,53,309105,90.0
2023-08-03,Italy,61,0,57,237923,90.0
2023-08-04,Italy,60,1,46,252492,90.0
2023-08-05,Italy,57,0,52,246857,90.0
2023-08-06,Italy,58,0,47,265131,90.0
2023-08-07,Italy,56,0,50,251585,90.0
2023-08-08,Italy,59,0,52,269684,90.0
2023-08-09,Italy,53,0,47,252955,90.0
2023-08-10,Italy,54,0,42,209399,90.0
2023-08-11,Italy,54,0,43,206110,90.0
2023-08-12,Italy,57,0,41,222184,90.0
2023-08-13,Italy,51,0,47,300690,90.0
2023-08-14,Italy,55,0,45,243925,90.0
2023-08-15,Italy,55,1,45,256202,90.0
2023-08-16,Italy,52,0,45,233787,90.0
2023-08-17,Italy,50,0,36,237996,90.0
2023-08-18,Italy,49,0,42,278163,90.0
2023-08-19,Italy,49,0,35,255711,90.0
2023-08-20,Italy,51,0,41,245625,90.0
2023-08-21,Italy,43,0,40,274640,90.0
2023-08-22,Italy,49,0,39,271983,90.0
2023-08-23,Italy,37,0,32,256760,90.0
2023-08-24,Italy,44,0,36,239689,90.0
2023-08-25,Italy,42,0,33,260600,90.0
2023-08-26,Italy,43,0,40,206397,90.0
2023-08-27,Italy,42,0,32,228492,90.0
2023-08-28,Italy,45,0,34,254796,90.0
2023-08-29,Italy,41,0,36,237384,90.0
2023-08-30,Italy,40,0,32,230371,90.0
2023-08-31,Italy,34,0,24,238139,90.0
2023-09-01,Italy,42,0,30,239049,90.0
2023-09-02,Italy,34,0,25,202654,90.0
2023-09-03,Italy,42,0,40,215270,90.0
2023-09-04,Italy,30,0,25,265371,90.0
2023-09-05,Italy,34,0,30,246310,90.0
